,time
0,0.09238457679748535
1,0.08271956443786621
2,0.07061553001403809
3,0.07143259048461914
4,0.07735657691955566
5,0.06873512268066406
6,0.07343006134033203
7,0.08785200119018555
8,0.07247018814086914
9,0.07585549354553223
10,0.0726161003112793
11,0.07066082954406738
12,0.07359790802001953
13,0.07253575325012207
14,0.07101893424987793
15,0.07070755958557129
16,0.07030057907104492
17,0.07166719436645508
18,0.07163572311401367
19,0.07137203216552734
20,0.06991386413574219
21,0.07138466835021973
22,0.07124543190002441
23,0.07211709022521973
24,0.07052230834960938
25,0.07089376449584961
26,0.07060480117797852
27,0.06975483894348145
28,0.06897640228271484
29,0.07115530967712402
