,0
0,282.25928104976146
1,281.0214230885094
2,280.3065406342157
3,279.9299487849469
4,278.0822814931201
5,276.62334666424215
6,275.91316154140696
7,275.3968500987504
8,275.39362862338055
9,277.1196857491736
10,276.43061756228093
11,275.8221842344842
12,275.6308447203954
13,274.1582745434788
14,272.8860114541791
15,272.08111694642696
16,272.78816014843204
17,272.5026333031877
18,271.9531581242448
19,272.62368979085517
20,273.3701357124793
21,275.31169797054605
22,273.8239087978013
23,273.1081108469678
24,272.7712743772223
25,271.38123721105785
26,270.62966623468463
27,270.0599474720641
28,268.93491036642524
29,269.39510057614905
