,0
0,285.7207820809512
1,283.56593715914056
2,282.1428867289764
3,281.2216554386829
4,279.07285220695417
5,277.19804420858856
6,276.2383791522023
7,275.6188795971374
8,275.5262575077714
9,277.30684399508584
10,276.663133901012
11,276.06606322707955
12,275.8104562416747
13,274.0541654216143
14,272.62926078284846
15,271.81363310393795
16,272.6013922853047
17,272.30854617376247
18,272.03368516536216
19,272.70692709671096
20,273.45907610177704
21,275.6660939187698
22,274.1616110354895
23,273.3765273722447
24,272.925671325298
25,271.3174485837549
26,270.48318824324735
27,269.92259056101767
28,268.8844974721754
29,269.48192299706744
