,0
0,287.4251780151801
1,284.89331019982063
2,283.1849965477885
3,282.027499501209
4,280.07799533351056
5,278.21236346347206
6,277.17409113649944
7,276.231695967763
8,275.90761164155555
9,277.1014377534988
10,276.63655185152993
11,276.1123976018541
12,275.7771592034224
13,274.5516554303002
14,273.30541487355106
15,272.4242823290017
16,272.8743447602334
17,272.5483475708104
18,272.0809143036409
19,272.63291146378225
20,273.1984642633798
21,274.87812762840025
22,274.08773775046325
23,273.45258337429425
24,273.09371196096515
25,271.7630234082211
26,270.9365849792276
27,270.290591876833
28,269.3079347600469
29,269.452224153974
