,0,1,2,3,4,5,6,7
0,334.11404220317485,372.9828547480605,423.7781362436209,409.29017371688735,332.84026790662796,253.0571409959578,225.9695877468979,218.1017311431074
1,225.4827659239422,302.289146590355,399.43964915548116,364.7094655952537,269.03001086627415,187.3111356577114,191.0180237893347,206.3089184787838
2,207.39564849841608,268.2360986953193,396.23450802011126,385.67576446903195,277.21237477436875,188.4969576412541,200.96600475438007,217.24961479462107
3,181.32107944983971,259.2998748050888,396.8131367984624,387.59574531781783,286.96550109426425,206.20539843478585,215.28607932601605,235.37453860826943
4,166.16903175801653,260.997155962637,376.2828932799303,359.7818914999977,264.70813160393885,192.06260123675665,197.456447815775,212.06802082859383
5,166.24249940423073,278.27362328551067,371.73270259782583,341.2752968015639,250.43921633287047,179.88117127204555,177.996650115523,196.09625691927724
6,152.40665341205855,306.12833972676543,403.578493419014,376.40075187638826,283.89759959952085,218.40208384700512,222.52645573427336,246.65449013919988
7,174.45679125901802,291.1949069812095,416.7785776961075,376.272128545246,274.4464506368176,196.6135684943813,197.46786774262114,209.99910729333723
8,178.57617413819344,273.6912029154994,369.7509166928595,312.1123399770206,224.5170537713067,164.27796739668744,175.49474070535052,184.9463528478751
9,146.16173184089953,275.01404563573436,350.2545642892415,319.77924293165796,240.3471840748414,160.48125935649978,157.3814169142614,171.01030593328107
10,143.06865616293894,245.153238596376,330.3841379656758,312.00781683774994,220.94548499285227,149.75495531877283,159.7295257583051,183.50705038104084
11,123.99750231992287,234.32355950038004,316.4950752415055,285.56756372407307,194.2172112744129,135.96751219530276,160.04744791127948,187.3811978543364
12,123.9679991185432,221.51361491072697,287.22704686179867,240.4763840287423,175.22740853006476,133.12947149039456,144.02150623297504,164.31245553495773
13,119.33880881159169,210.76121747049817,307.5220548141358,251.30471570967828,192.45217316749384,141.1618779218856,151.83341027655726,174.6942591732447
14,147.01189500073005,257.02240362281333,336.6402629306968,316.6150818706405,230.38211200742109,169.23758035294045,192.2073035482312,224.747378278255
15,166.3469290034552,269.9321495465957,370.04850074510705,349.16908384687804,250.51003092886248,191.35983058381302,203.74663754341216,223.3841824556136
16,162.43108959433528,266.61374162114714,390.07969993367465,356.81253562311815,244.09617148282496,171.20059537369454,189.34819801985225,203.2229951558549
17,149.44797573210144,268.49067825313494,388.851921297511,332.75560668337306,223.91481824226886,154.96931572080172,164.48216390305458,177.41474870319854
18,199.89207430704835,265.17617418833856,350.1634571638197,288.26841199307535,205.09785202405513,150.80631838999295,157.34142093476316,174.80556832458169
19,170.99862415439682,266.64807233776094,373.2371287836971,338.5790854746567,236.72623172118182,171.60709168525455,191.9901539950211,225.22909005110063
20,247.07369449772577,296.507272872709,361.47328256706794,329.56859111085845,226.59332880517715,161.8574866350034,178.94248983202155,200.2153406573339
21,258.7306571099094,320.63931694290625,369.1294047844214,320.95779056602,237.8269613124727,180.8823686063678,190.84839260675065,204.19345053408364
22,177.22580721742975,272.0177305218172,377.3359291053838,333.01750434637484,233.95552182450314,176.85540324020675,172.60264290150218,185.70473743292666
23,147.29032787648728,255.381213397492,317.41957062605894,300.3037754847054,226.15492433096335,161.92222739719244,166.70654692655015,192.02321181067336
24,146.8983813872261,276.40057540486424,346.8964898366449,294.78570715041036,216.39095662523678,153.28462267878342,156.07128898666846,170.50299842164347
25,140.41583771213885,277.6340961691809,339.5754558993563,299.25335755185546,217.39636088432027,148.79427935729322,142.06936917026272,158.2300853270537
26,136.4025752554483,251.9684137526724,314.34995152796654,275.5321717476286,217.6690825118398,156.7837519969126,153.86550548805275,167.54239882200412
27,166.59824500130114,292.5621178412226,352.9574081645081,316.07924111405106,226.14862945850803,166.18056844457087,177.63611487345133,202.70973722359227
28,166.7604296365064,297.9022963540443,354.9874378956883,311.88705946771523,232.9628883954248,162.96692364905837,177.88032796214404,210.42301211837488
29,161.29509898710126,278.95738446445944,373.4354886894711,340.3385346659151,232.80676746400428,155.16430132444563,167.34625389890755,203.41766841106693
