,0
0,285.71926797235426
1,283.53290620757707
2,282.16116237536164
3,281.16473314297593
4,278.98871520334177
5,277.18955806431603
6,276.25545324319387
7,275.60865445043663
8,275.4588678288897
9,277.1859362851051
10,276.5018160498726
11,275.83552915410786
12,275.69261271772325
13,274.0830205573695
14,272.6894291012484
15,271.83776679282994
16,272.5382619640657
17,272.2615901905167
18,271.76639634403654
19,272.6073651882516
20,273.3231705394532
21,275.5056745296313
22,273.9942697485396
23,273.30302852155177
24,272.8535816678182
25,271.2184549321717
26,270.4634906670658
27,269.8619666681978
28,268.824610062691
29,269.25778300402993
