,0
0,285.6031494404045
1,283.5484666365449
2,282.08599243294935
3,281.2059539569661
4,279.02183314667803
5,277.2480052429595
6,276.2804054244417
7,275.510380560274
8,275.4734243885238
9,277.290154837247
10,276.59684284615906
11,275.8995269801739
12,275.72167773278017
13,274.15204451389627
14,272.7812126039553
15,271.89745874314576
16,272.6747871566062
17,272.47373538479775
18,271.9973702845702
19,272.6770794199267
20,273.5571148929488
21,275.67174576436383
22,274.1523620774731
23,273.3627348290323
24,272.8695105622246
25,271.3871446863
26,270.5251300223339
27,269.8814931707634
28,268.7211196562267
29,269.34931646249805
