r,run_folder,data_dir,n_cycles,TG1_avg,TG1_min,UG1_avg,UG1_min,VG1_avg,VG1_min,TRG1_avg,TRG1_min,PSG1_avg,PSG1_min,overall_avg
1,/gpfs/home/jjs21b/AMLCS/runs/t21_80_0.05_30_LETKF_1_1_100,/gpfs/home/jjs21b/AMLCS/runs/t21_80_0.05_30_LETKF_1_1_100/all_arctan/data,30,3.2901394561461013,3.2901394561461013,9.388893948664773,9.388893948664773,3.586782017031061,3.586782017031061,0.34586671287736764,0.34586671287736764,0.0015197786671987388,0.0015197786671987388,3.3226403826773003
2,/gpfs/home/jjs21b/AMLCS/runs/t21_80_0.05_30_LETKF_2_1_100,/gpfs/home/jjs21b/AMLCS/runs/t21_80_0.05_30_LETKF_2_1_100/all_arctan/data,30,4.576628791701287,4.576628791701287,10.041903240332415,10.041903240332415,4.77499750878308,4.77499750878308,0.4894025576733596,0.4894025576733596,0.0016068864368923143,0.0016068864368923143,3.9769077969854068
3,/gpfs/home/jjs21b/AMLCS/runs/t21_80_0.05_30_LETKF_3_1_100,/gpfs/home/jjs21b/AMLCS/runs/t21_80_0.05_30_LETKF_3_1_100/all_arctan/data,30,1.7230831686791166,1.1502659849505996,1.9954478698782896,0.9818349780587983,1.556011291613524,0.8385216517030578,0.24104320073334726,0.19421788708074064,0.0024041212537371666,0.0014990304676258117,1.103597930431603
4,/gpfs/home/jjs21b/AMLCS/runs/t21_80_0.05_30_LETKF_4_1_100,/gpfs/home/jjs21b/AMLCS/runs/t21_80_0.05_30_LETKF_4_1_100/all_arctan/data,30,1.6200141612056835,1.1957431092639088,1.9434655024341763,1.0935062379428402,1.8710253131942862,0.950543563309682,0.28007316359834794,0.1961143580311925,0.0028965437141567673,0.0017983290782472823,1.1434949368293301
5,/gpfs/home/jjs21b/AMLCS/runs/t21_80_0.05_30_LETKF_5_1_100,/gpfs/home/jjs21b/AMLCS/runs/t21_80_0.05_30_LETKF_5_1_100/all_arctan/data,30,1.9314474837996292,1.2779403915092733,2.65558561223368,1.3121761845490594,2.636106822462278,1.2140205084912947,0.34397695390487626,0.22164623362009092,0.003935402272903765,0.002260229767262762,1.5142104549346735
