,0,1,2,3,4,5,6,7
0,315.8874156520919,342.9824451103462,419.1798746551954,416.39452346017526,321.3840709617017,222.5303729849402,197.81180717816065,215.52300722945654
1,207.47903234852998,265.45298079978744,354.9387385955883,353.2407687985747,269.93519000057694,193.30819692651417,182.15062203144737,202.39571750768584
2,156.6158683546883,257.4034612767209,372.1944921932635,345.55137404047434,250.15847417020183,176.50324323689594,168.6007352640067,190.90583504924268
3,145.87980962337406,236.96021307280517,330.0073023832609,299.6928853305023,224.76224194625638,156.74642104647415,148.7588892700943,162.03120209064397
4,115.48548409100374,201.3423226037902,317.2914692897206,297.4645439577104,224.0432789563455,166.79270460450013,161.37942935403763,169.78720043616582
5,129.45556103004802,229.3925398646785,338.85812813917573,308.6970278426257,243.54549685820146,179.1482585580355,168.27755866448774,179.10123415861028
6,157.7153759311834,252.33083714254244,346.9664330937309,339.05844219904714,268.38474971374444,204.61936604906137,202.0295255638509,218.60931759792226
7,128.50627244363838,225.62150310799254,332.52102565818416,324.44872980349106,243.77591558059984,173.31535691025056,171.40865875312014,193.0313794956431
8,125.34425080617835,197.92866325931394,267.8589477365491,256.2856060575288,201.2863790665976,149.49111095182866,144.33410280588924,154.68373042484498
9,89.92777439741332,170.85084553024436,251.246026888136,255.30172870299435,204.06006836501322,157.80064417326648,148.25394424215787,156.58487368511416
10,112.42832598163287,168.560345568801,248.1819937207801,257.4518882863861,204.6649464848129,157.9054696442047,153.85827814358984,160.7482669202446
11,109.29151483863231,174.33864051349752,256.36547175412335,246.7557579720478,174.3421525726068,120.36260825347306,116.01030957718464,131.8143434259105
12,99.0507294798287,153.65199131912436,223.00972717775846,211.6706804613369,155.5021817536253,110.38779159495745,111.06059304339624,126.76372662241067
13,95.4214047948155,142.97386579086083,210.70623078882574,213.40112920489784,163.2062762021867,127.21848292237839,129.8117824078878,134.73541464085548
14,81.85993809475522,180.78563810714147,253.6536986058318,243.49011977610502,167.60138826415195,134.47159664698304,146.18508411226546,156.91169910935494
15,105.09522208983945,176.63579825939846,257.5335929684027,250.43859713115157,182.65196361868107,135.39058012209,139.11360676494064,148.905406372077
16,105.21252703574804,210.50904833572045,310.6024349224296,317.66395531681155,232.7432739803718,161.52049842512588,148.89472023112563,161.36849946049477
17,143.41827189510443,207.63282329558308,297.0647065731846,290.8078778175414,210.56557197916035,147.8996459945644,135.74844811020012,143.92679546423528
18,181.02441902302098,195.59319683711024,259.5260444939659,252.47520945488634,191.87055682935045,141.0228427710831,136.65157995799228,142.44831722971944
19,188.1047851596692,208.05844596539322,272.9013866887005,260.0539697812507,195.69637199563925,142.56431231848924,138.47595407188473,143.88398788837222
20,132.10584654188952,207.52656380582846,246.2286742470036,240.95704144242217,181.950981322906,126.57238681709532,116.895286486249,120.35558257962956
21,196.69481612466052,214.8340766515828,255.81247050178257,228.5838050137674,165.52776948087433,116.52275020392318,119.71185706856218,135.26881570479807
22,143.8286392993683,169.25675622144428,233.66924262890936,221.59351833713941,157.70277782912044,117.67287161783395,121.99036783975916,135.82088355035788
23,107.03263469112383,175.55287688439702,232.6920041378334,223.7162424514584,161.25302623052326,117.77882751274548,118.96733972767713,132.05702168640366
24,96.36218826959943,194.2338160559042,235.42306196720693,212.75159282053173,157.5803589877076,110.69949848061096,106.08546720572262,112.72758669244386
25,91.22215605952344,160.08940209206727,206.1444294620658,188.90600919686787,138.69889856731172,97.96636440296963,90.07372476977461,100.56297309377214
26,68.46605655542574,153.63360313274492,206.58809662745327,202.26832202973227,148.50498501233082,110.9691070421118,106.78754045653764,113.63130847563674
27,80.16946807026216,149.16098997914267,218.92919399667053,213.14369958163186,156.81556309581958,112.34096619241589,112.5506210702896,126.7479014056257
28,76.55215252608956,172.93235809294646,254.40055714891562,240.29258353983465,175.77373411679943,120.50824572861909,124.21430997721221,138.58662038897077
29,126.75539957315988,184.59174238076113,289.00622641963747,268.6898357725227,184.89518616286404,129.7122637438493,126.7659942141806,135.63235656457513
